Index,Name,Position,High Score,High Rebound,High Assist,High Steal,High Field Goals,High Free Throes,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Asists,Rebound,Pie,Height,Weight,Country,Previous Team,Age,Birthdate,Draft,Experience,Total Awards
4582,Greg Whittington,--,--,--,--,--,--,--,--,--,4,0,FALSE,--,--,--,--,"6'8"" (2.03m)",210lb (95kg),USA,Georgetown,--,"February 7, 1993",Undrafted,1 Year,0
4583,Shayne Whittington,Forward-Center,--,--,--,--,--,--,--,--,27,68,FALSE,2.5,0.3,1.5,--,"6'11"" (2.11m)",250lb (113kg),USA,Western Michigan,--,"March 27, 1991",Undrafted,3 Years,0
4584,Sidney Wicks,Forward,21 ,--,3 ,1 ,7 ,9 ,--,1 ,760,12803,FALSE,16.8,3.2,8.7,--,"6'9"" (2.06m)",225lb (102kg),USA,UCLA,--,"September 19, 1949",1971 R1 Pick 2,10 Years,3
4585,Murray Wier,Guard,5 ,--,--,--,2 ,2 ,--,--,56,429,FALSE,7.7,1.9,--,--,"5'9"" (1.75m)",155lb (70kg),USA,Iowa,--,"December 12, 1926",1948,1 Year,0
4586,Bob Wiesenhahn,Forward,3 ,--,--,--,1 ,1 ,--,--,60,119,FALSE,2,0.4,1.9,--,"6'4"" (1.93m)",215lb (98kg),USA,Cincinnati,--,"December 22, 1938",1961 R2 Pick 11,1 Year,0
4587,Joe Wieskamp,Guard-Forward,--,--,--,--,--,--,--,--,38,70,FALSE,1,0.3,0.4,0.6,"6'6"" (1.98m)",205lb (93kg),USA,Iowa,23 years,"August 23, 1999",2021 R2 Pick 41,1 Year,0
4588,Aaron Wiggins,Guard,--,--,--,--,--,--,--,--,120,895,FALSE,6.8,1.1,3,7.7,"6'5"" (1.96m)",190lb (86kg),USA,Maryland,24 years,"January 2, 1999",2021 R2 Pick 55,1 Year,0
4589,Andrew Wiggins,Forward,27 ,16 ,5 ,4 ,12 ,6 ,4 ,4 ,635,12152,FALSE,17.1,2.3,5,8.8,"6'7"" (2.01m)",197lb (89kg),Canada,Kansas,28 years,"February 23, 1995",2014 R1 Pick 1,8 Years,5
4590,Mitchell Wiggins,Guard,24 ,7 ,4 ,2 ,10 ,4 ,--,1 ,389,3877,FALSE,10,1.6,3.2,--,"6'4"" (1.93m)",185lb (84kg),USA,Florida State,--,"September 28, 1959",1983 R1 Pick 23,6 Years,0
4591,Lindell Wigginton,Guard,--,--,--,--,--,--,--,--,26,130,FALSE,7.1,2,1,8.3,"6'1"" (1.85m)",189lb (86kg),Canada,Iowa State,25 years,"March 28, 1998",2019,1 Year,0
4592,Ken Wilburn,Forward,--,--,--,--,--,--,--,--,7,18,FALSE,2.6,0.4,1.9,--,"6'6"" (1.98m)",195lb (88kg),USA,Central State,--,"June 8, 1944",1966 R4 Pick 39,2 Years,0
4593,C.J. Wilcox,Guard,--,1 ,1 ,--,--,--,--,--,66,132,FALSE,2,0.5,0.5,--,"6'5"" (1.96m)",195lb (88kg),USA,Washington,--,"December 30, 1990",2014 R1 Pick 28,4 Years,0
4594,Chris Wilcox,Forward-Center,--,2 ,--,--,--,--,--,--,628,5150,FALSE,8.2,0.7,4.9,--,"6'10"" (2.08m)",235lb (107kg),USA,Maryland,--,"September 3, 1982",2002 R1 Pick 8,12 Years,1
4595,D.C. Wilcutt,Guard,4 ,--,--,--,2 ,--,--,--,59,128,FALSE,2.2,1.4,--,--,"6'2"" (1.88m)",165lb (75kg),USA,St. Louis,--,"March 25, 1923",1948,2 Years,0
4596,Gene Wiley,Center,12 ,--,5 ,--,5 ,3 ,--,--,300,1273,FALSE,4.2,0.8,7.3,--,"6'10"" (2.08m)",210lb (95kg),USA,Wichita State,--,"November 12, 1937",1962 R2 Pick 15,4 Years,0
4597,Jacob Wiley,--,--,--,--,--,--,--,--,--,5,4,FALSE,0.8,0.4,2.2,--,"6'8"" (2.03m)",223lb (101kg),USA,Eastern Washington,--,"September 4, 1994",Undrafted,1 Year,0
4598,Michael Wiley,Forward,2 ,--,--,--,--,2 ,--,--,94,692,FALSE,7.4,0.7,2.6,--,"6'9"" (2.06m)",200lb (91kg),USA,Long Beach State,--,"October 16, 1957",1980 R2 Pick 39,2 Years,0
4599,Morlon Wiley,Guard,--,--,--,--,--,--,--,--,295,1078,FALSE,3.7,2.4,1.2,--,"6'4"" (1.93m)",185lb (84kg),USA,Long Beach State,--,"September 24, 1966",1988 R2 Pick 46,7 Years,0
4600,Win Wilfong,Guard,11 ,--,9 ,--,5 ,7 ,--,--,268,1826,FALSE,6.8,2.1,3.4,--,"6'2"" (1.88m)",185lb (84kg),USA,Memphis,--,"March 18, 1932",1957 R1 Pick 4,4 Years,0
4601,Lenny Wilkens,Guard,31 ,--,14 ,--,11 ,16 ,--,--,1077,17772,TRUE,16.5,6.7,4.7,--,"6'1"" (1.85m)",180lb (82kg),USA,Providence,--,"October 28, 1937",1960 R1 Pick 6,15 Years,2
4602,Bob Wilkerson,Guard,17 ,12 ,10 ,4 ,8 ,4 ,--,2 ,536,5424,FALSE,10.1,3.4,4.2,--,"6'6"" (1.98m)",195lb (88kg),USA,Indiana,--,"August 15, 1954",1976 R1 Pick 11,7 Years,0
4603,Jamaal Wilkes,Forward,37 ,14 ,7 ,5 ,16 ,10 ,--,3 ,828,14644,TRUE,17.7,2.5,6.2,--,"6'6"" (1.98m)",190lb (86kg),USA,UCLA,--,"May 2, 1953",1974 R1 Pick 11,12 Years,6
4604,James Wilkes,Forward,--,1 ,1 ,--,--,--,--,--,114,547,FALSE,4.8,0.9,2.4,--,"6'7"" (2.01m)",195lb (88kg),USA,UCLA,--,"March 12, 1958",1980 R3 Pick 50,3 Years,0
4605,Damien Wilkins,--,15 ,6 ,1 ,5 ,7 ,3 ,1 ,1 ,582,3604,FALSE,6.2,1.4,2.3,--,"6'6"" (1.98m)",217lb (98kg),USA,Georgia,--,"January 11, 1980",Undrafted,10 Years,0
4606,Dominique Wilkins,Forward,50 ,18 ,6 ,4 ,19 ,15 ,4 ,3 ,1074,26668,TRUE,24.8,2.5,6.7,--,"6'8"" (2.03m)",230lb (104kg),USA,Georgia,--,"January 12, 1960",1982 R1 Pick 3,15 Years,21
4607,Eddielee Wilkins,Center,14 ,8 ,--,1 ,6 ,4 ,--,--,322,1534,FALSE,4.8,0.2,3.1,--,"6'10"" (2.08m)",220lb (100kg),USA,Gardner-Webb,--,"May 7, 1962",1984 R6 Pick 133,6 Years,0
4608,Gerald Wilkins,--,34 ,11 ,10 ,4 ,16 ,8 ,4 ,1 ,900,11736,FALSE,13,3,2.9,--,"6'6"" (1.98m)",185lb (84kg),USA,Tennessee-Chattanooga,--,"September 11, 1963",1985 R2 Pick 47,13 Years,1
4609,Jeff Wilkins,Center,22 ,12 ,3 ,2 ,10 ,8 ,--,2 ,454,3575,FALSE,7.9,1,5.7,--,"6'10"" (2.08m)",230lb (104kg),USA,Illinois State,--,"March 9, 1955",1977 R2 Pick 37,6 Years,0
4610,Dale Wilkinson,Forward,--,--,--,--,--,--,--,--,12,14,FALSE,1.2,0.2,0.3,--,"6'10"" (2.08m)",220lb (100kg),USA,Idaho State,--,"March 18, 1960",1982 R10 Pick 221,1 Year,0
4611,Mike Wilks,--,3 ,--,1 ,--,1 ,--,1 ,--,233,591,FALSE,2.5,1.2,1,--,"5'10"" (1.78m)",180lb (82kg),USA,Rice,--,"May 7, 1979",Undrafted,8 Years,0
4612,Aaron Williams,--,18 ,9 ,3 ,3 ,6 ,6 ,--,4 ,715,4120,FALSE,5.8,0.7,3.9,--,"6'9"" (2.06m)",235lb (107kg),USA,Xavier,--,"October 2, 1971",Undrafted,14 Years,0
4613,Alan Williams,Forward-Center,--,--,--,--,--,--,--,--,67,413,FALSE,6.2,0.6,5.5,--,"6'8"" (2.03m)",265lb (120kg),USA,California-Santa Barbara,--,"January 28, 1993",Undrafted,5 Years,0
4614,Alondes Williams,--,--,--,--,--,--,--,--,--,1,0,FALSE,--,--,1,-10.8,"6'4"" (1.93m)",210lb (95kg),USA,Wake Forest,23 years,"June 19, 1999",Undrafted,Rookie,0
4615,Alvin Williams,--,23 ,8 ,9 ,3 ,10 ,7 ,3 ,3 ,460,4161,FALSE,9,4.1,2.5,--,"6'5"" (1.96m)",195lb (88kg),USA,Villanova,--,"August 6, 1974",1997 R2 Pick 47,9 Years,0
4616,Arthur Williams,Guard,19 ,1 ,12 ,--,7 ,5 ,--,--,541,2876,FALSE,5.3,4.4,3.1,--,"6'1"" (1.85m)",180lb (82kg),USA,California State-Poly Pomona,--,"September 29, 1939",Undrafted,7 Years,0
4617,Bernie Williams,Guard,--,--,--,--,--,--,--,--,128,890,FALSE,7,2.2,1.9,--,"6'3"" (1.91m)",175lb (79kg),USA,La Salle,--,"December 30, 1945",1969 R2 Pick 21,2 Years,0
4618,Bob Williams,Forward,--,--,--,--,--,--,--,--,24,70,FALSE,2.9,0.3,2.5,--,"6'6"" (1.98m)",230lb (104kg),USA,Florida A&M,--,"May 12, 1931",Undrafted,2 Years,0
4619,Brandon Williams,--,--,--,--,--,--,--,--,--,18,41,FALSE,2.3,0.2,1,--,"6'6"" (1.98m)",215lb (98kg),USA,Davidson,--,"February 27, 1975",Undrafted,4 Years,0
4620,Brandon Williams,Guard,--,--,--,--,--,--,--,--,24,309,FALSE,12.9,3.9,3.1,--,"6'2"" (1.88m)",190lb (86kg),USA,Arizona,23 years,"November 22, 1999",Undrafted,2 Years,0
4621,Buck Williams,Forward,28 ,18 ,5 ,4 ,12 ,11 ,1 ,4 ,1307,16784,FALSE,12.8,1.3,10,--,"6'8"" (2.03m)",225lb (102kg),USA,Maryland,--,"March 8, 1960",1981 R1 Pick 3,17 Years,11
4622,C.J. Williams,Guard,--,--,--,--,--,--,--,--,53,248,FALSE,4.7,1,1.2,--,"6'5"" (1.96m)",226lb (103kg),USA,North Carolina State,--,"February 6, 1990",2012 R0 Pick 0,3 Years,0
4623,Chuck Williams,Guard,--,--,--,--,--,--,--,--,138,754,FALSE,5.5,3.3,1.7,--,"6'2"" (1.88m)",175lb (79kg),USA,Colorado,--,"June 6, 1946",1968 R6 Pick 76,2 Years,0
4624,Chuckie Williams,Guard,--,--,--,--,--,--,--,--,22,37,FALSE,1.7,0.3,0.2,--,"6'3"" (1.91m)",180lb (82kg),USA,Kansas State,--,"December 31, 1953",1976 R1 Pick 15,1 Year,0
4625,Cliff Williams,Guard,--,--,--,--,--,--,--,--,3,4,FALSE,1.3,0.7,1,--,"6'3"" (1.91m)",180lb (82kg),USA,Bowling Green,--,"April 15, 1945",Undrafted,1 Year,0
4626,Corey Williams,Guard,--,--,--,--,--,--,--,--,39,92,FALSE,2.4,0.7,0.9,--,"6'3"" (1.91m)",190lb (86kg),USA,Oklahoma State,--,"August 8, 1977",1992 R2 Pick 33,2 Years,0
4627,Deron Williams,Guard,35 ,10 ,17 ,5 ,13 ,16 ,7 ,2 ,845,13804,FALSE,16.3,8.1,3.1,--,"6'3"" (1.91m)",200lb (91kg),USA,Illinois,--,"June 26, 1984",2005 R1 Pick 3,13 Years,10
4628,Derrick Williams,--,5 ,1 ,2 ,--,2 ,2 ,1 ,1 ,428,3809,FALSE,8.9,0.7,4,--,"6'8"" (2.03m)",240lb (109kg),USA,Arizona,--,"May 25, 1991",2011 R1 Pick 2,7 Years,1
4629,Don Williams,Guard,--,--,--,--,--,--,--,--,77,506,FALSE,6.6,2.4,1.4,--,"6'2"" (1.88m)",180lb (82kg),USA,Notre Dame,--,"August 2, 1956",1978 R5 Pick 96,1 Year,0
4630,Donovan Williams,Guard,--,--,--,--,--,--,--,--,2,4,FALSE,2,--,1,16.2,"6'6"" (1.98m)",190lb (86kg),USA,UNLV,21 years,"September 6, 2001",Undrafted,Rookie,0
4631,Earl Williams,Center,--,--,--,--,--,--,--,--,146,664,FALSE,4.5,0.9,5.6,--,"6'7"" (2.01m)",230lb (104kg),USA,Winston-Salem State,--,"March 24, 1951",1974 R3 Pick 49,4 Years,0
4632,Elliot Williams,--,--,--,--,--,--,--,--,--,109,537,FALSE,4.9,0.9,1.5,--,"6'5"" (1.96m)",190lb (86kg),USA,Memphis,--,"June 20, 1989",2010 R1 Pick 22,6 Years,0
4633,Eric Williams,--,18 ,9 ,4 ,4 ,7 ,7 ,3 ,1 ,658,5642,FALSE,8.6,1.4,3.3,--,"6'8"" (2.03m)",220lb (100kg),USA,Providence,--,"July 17, 1972",1995 R1 Pick 14,12 Years,0
4634,Frank Williams,Guard,11 ,1 ,4 ,2 ,4 ,1 ,2 ,--,86,253,FALSE,2.9,1.9,0.9,--,"6'3"" (1.91m)",212lb (96kg),USA,Illinois,--,"February 25, 1980",2002 R1 Pick 25,4 Years,0
4635,Freeman Williams,Guard,--,--,--,--,--,--,--,--,323,4738,FALSE,14.7,1.6,1.6,--,"6'4"" (1.93m)",190lb (86kg),USA,Portland State,--,"May 15, 1956",1978 R1 Pick 8,6 Years,1
4636,Grant Williams,Forward,27 ,6 ,3 ,2 ,10 ,7 ,7 ,3 ,288,1774,FALSE,8.1,1.7,4.6,6.9,"6'6"" (1.98m)",236lb (107kg),USA,Tennessee,24 years,"November 30, 1998",2019 R1 Pick 22,3 Years,0
4637,Gus Williams,Guard,38 ,8 ,15 ,5 ,17 ,12 ,1 ,3 ,825,14093,FALSE,17.1,5.6,2.7,--,"6'2"" (1.88m)",175lb (79kg),USA,Southern California,--,"October 10, 1953",1975 R2 Pick 20,11 Years,6
4638,Guy Williams,Forward,--,--,--,--,--,--,--,--,26,68,FALSE,2.6,0.3,1.3,--,"6'9"" (2.06m)",200lb (91kg),USA,Washington State,--,"July 1, 1960",1983 R2 Pick 34,2 Years,0
4639,Herb Williams,Center,19 ,8 ,4 ,2 ,9 ,6 ,--,3 ,1102,11944,FALSE,10.8,1.7,5.9,--,"6'11"" (2.11m)",260lb (118kg),USA,Ohio State,--,"February 16, 1958",1981 R1 Pick 14,18 Years,1
4640,Hot Rod Williams,Center,23 ,13 ,5 ,6 ,10 ,10 ,--,4 ,887,9784,FALSE,11,1.8,6.8,--,"6'11"" (2.11m)",245lb (111kg),USA,Tulane,--,"August 9, 1962",1985 R2 Pick 45,13 Years,0
4641,Jalen Williams,Guard-Forward,--,--,--,--,--,--,--,--,75,1056,FALSE,14.1,3.3,4.5,10.2,"6'5"" (1.96m)",211lb (96kg),USA,Santa Clara,22 years,"April 14, 2001",2022 R1 Pick 12,Rookie,2
4642,Jason Williams,--,22 ,8 ,8 ,3 ,10 ,7 ,4 ,1 ,788,8266,FALSE,10.5,5.9,2.3,--,"6'1"" (1.85m)",180lb (82kg),USA,Florida,--,"November 18, 1975",1998 R1 Pick 7,12 Years,1
4643,Jawad Williams,--,--,--,--,--,--,--,--,--,90,340,FALSE,3.8,0.6,1.5,--,"6'9"" (2.06m)",225lb (102kg),USA,North Carolina,--,"February 19, 1983",Undrafted,3 Years,0
4644,Jay Williams,Guard,--,--,--,--,--,--,--,--,75,714,FALSE,9.5,4.7,2.6,--,"6'2"" (1.88m)",195lb (88kg),USA,Duke,--,"September 10, 1981",2002 R1 Pick 2,1 Year,2
4645,Jaylin Williams,Forward,--,--,--,--,--,--,--,--,49,288,FALSE,5.9,1.6,4.9,8,"6'9"" (2.06m)",240lb (109kg),USA,Arkansas,20 years,"June 29, 2002",2022 R2 Pick 34,Rookie,0
4646,Jayson Williams,--,10 ,21 ,3 ,2 ,4 ,2 ,--,2 ,475,3472,FALSE,7.3,0.6,7.5,--,"6'9"" (2.06m)",240lb (109kg),USA,St. John's (NY),--,"February 22, 1968",1990 R1 Pick 21,9 Years,1
4647,Jeenathan Williams,Guard,--,--,--,--,--,--,--,--,5,53,FALSE,10.6,2,3,6.7,"6'5"" (1.96m)",205lb (93kg),USA,Buffalo,24 years,"February 12, 1999",Undrafted,Rookie,0
4648,Jerome Williams,Forward-Center,13 ,13 ,3 ,3 ,5 ,4 ,--,2 ,587,3865,FALSE,6.6,0.8,6.4,--,"6'9"" (2.06m)",206lb (93kg),USA,Georgetown,--,"May 10, 1973",1996 R1 Pick 26,10 Years,0
4649,John Williams,Forward,19 ,7 ,9 ,3 ,7 ,6 ,1 ,1 ,435,4406,FALSE,10.1,2.9,5.1,--,"6'8"" (2.03m)",235lb (107kg),USA,Louisiana State,--,"October 26, 1966",1986 R1 Pick 12,8 Years,2
4650,Johnathan Williams,Forward,--,--,--,--,--,--,--,--,39,202,FALSE,5.2,0.5,4.2,--,"6'9"" (2.06m)",228lb (103kg),USA,Gonzaga,--,"May 22, 1995",Undrafted,3 Years,0
4651,Jordan Williams,Center,--,--,--,--,--,--,--,--,43,197,FALSE,4.6,0.3,3.6,--,"6'10"" (2.08m)",260lb (118kg),USA,Maryland,--,"October 11, 1990",2011 R2 Pick 36,2 Years,0
4652,Justin Williams,--,--,--,--,--,--,--,--,--,49,165,FALSE,3.4,--,3.3,--,"6'10"" (2.08m)",260lb (118kg),USA,Wyoming,--,"May 12, 1984",Undrafted,3 Years,0
4653,Kenny Williams,Forward,6 ,5 ,2 ,3 ,3 ,2 ,--,1 ,260,1247,FALSE,4.8,0.6,2.7,--,"6'9"" (2.06m)",205lb (93kg),USA,Elizabeth City State,--,"June 9, 1969",1990 R2 Pick 46,4 Years,0
4654,Kenrich Williams,Guard-Forward,--,--,--,--,--,--,--,--,253,1729,FALSE,8,2,4.9,9.6,"6'6"" (1.98m)",210lb (95kg),USA,TCU,28 years,"December 2, 1994",Undrafted,4 Years,0
4655,Kevin Williams,Guard,19 ,7 ,5 ,3 ,7 ,11 ,--,1 ,260,1268,FALSE,4.9,1.2,1.4,--,"6'2"" (1.88m)",175lb (79kg),USA,St. John's (NY),--,"September 11, 1961",1983 R2 Pick 46,5 Years,0
4656,Lorenzo Williams,--,2 ,1 ,--,--,1 ,--,--,--,253,757,FALSE,3,1,6.3,--,"6'9"" (2.06m)",200lb (91kg),USA,Stetson,--,"July 15, 1969",Undrafted,7 Years,0
4657,Lou Williams,Guard,36 ,7 ,11 ,4 ,13 ,10 ,3 ,1 ,1123,15593,FALSE,13.9,3.4,2.2,--,"6'2"" (1.88m)",175lb (79kg),USA,South Gwinnett HS (GA),--,"October 27, 1986",2005 R2 Pick 45,18 Years,6
4658,Marcus Williams,Guard,5 ,3 ,2 ,1 ,2 ,2 ,1 ,--,203,1128,FALSE,5.6,2.8,1.8,--,"6'3"" (1.91m)",205lb (93kg),USA,Connecticut,--,"December 3, 1985",2006 R1 Pick 22,5 Years,0
4659,Marcus Williams,Guard,--,--,--,--,--,--,--,--,13,14,FALSE,1.1,0.2,0.9,--,"6'7"" (2.01m)",207lb (94kg),USA,Arizona,--,"November 18, 1986",2007 R2 Pick 33,3 Years,1
4660,Mark Williams,Center,--,--,--,--,--,--,--,--,43,387,FALSE,9,0.4,7.1,13.3,"7'0"" (2.13m)",240lb (109kg),USA,Duke,21 years,"December 16, 2001",2022 R1 Pick 15,Rookie,0
4661,Marvin Williams,Forward,22 ,14 ,3 ,3 ,8 ,7 ,4 ,2 ,1072,10965,FALSE,10.2,1.3,5.2,--,"6'8"" (2.03m)",237lb (108kg),USA,North Carolina,--,"June 19, 1986",2005 R1 Pick 2,16 Years,1
4662,Micheal Williams,--,24 ,6 ,11 ,5 ,8 ,12 ,2 ,1 ,413,4533,FALSE,11,5.8,2.5,--,"6'2"" (1.88m)",175lb (79kg),USA,Baylor,--,"July 23, 1966",1988 R2 Pick 48,10 Years,1
4663,Mike Williams,Guard,--,--,--,--,--,--,--,--,21,15,FALSE,0.7,0.1,1.1,--,"6'8"" (2.03m)",255lb (116kg),USA,Bradley,--,"August 14, 1963",1986 R3 Pick 51,1 Year,0
4664,Milt Williams,Guard,--,--,--,--,--,--,--,--,68,236,FALSE,3.5,1.8,0.8,--,"6'2"" (1.88m)",182lb (83kg),USA,Lincoln (MO),--,"November 22, 1945",1968 R17 Pick 202,3 Years,0
4665,Mo Williams,Guard,24 ,7 ,10 ,2 ,9 ,8 ,6 ,2 ,818,10759,FALSE,13.2,4.9,2.8,--,"6'1"" (1.85m)",198lb (90kg),USA,Alabama,--,"December 19, 1982",2003 R2 Pick 47,14 Years,3
4666,Monty Williams,Forward,14 ,7 ,4 ,2 ,6 ,3 ,--,1 ,456,2884,FALSE,6.3,1.2,2.8,--,"6'8"" (2.03m)",225lb (102kg),USA,Notre Dame,--,"October 8, 1971",1994 R1 Pick 24,10 Years,0
4667,Nate Williams,Guard,--,--,--,--,--,--,--,--,642,7709,FALSE,12,1.5,3.8,--,"6'4"" (1.93m)",215lb (98kg),USA,Utah State,--,"May 2, 1950",1976 R5 Pick 69,8 Years,0
4668,Patrick Williams,Forward,23 ,10 ,3 ,2 ,9 ,3 ,4 ,1 ,170,1641,FALSE,10.2,1.2,4,6.9,"6'7"" (2.01m)",215lb (98kg),USA,Florida State,21 years,"August 26, 2001",2020 R1 Pick 4,2 Years,1
4669,Pete Williams,Forward,2 ,3 ,2 ,--,1 ,--,--,--,58,153,FALSE,2.6,0.3,2.5,--,"6'7"" (2.01m)",190lb (86kg),USA,Arizona,--,"March 10, 1965",1985 R4 Pick 89,2 Years,0
4670,Ray Williams,Guard,24 ,9 ,12 ,3 ,10 ,8 ,1 ,1 ,655,10158,FALSE,15.5,5.8,3.6,--,"6'3"" (1.91m)",188lb (85kg),USA,Minnesota,--,"October 14, 1954",1977 R1 Pick 10,10 Years,1
4671,Reggie Williams,--,31 ,11 ,8 ,3 ,11 ,6 ,3 ,3 ,599,7508,FALSE,12.5,2.5,4,--,--,--,USA,Georgetown,--,"March 5, 1964",1987 R1 Pick 4,10 Years,0
4672,Reggie Williams,--,--,--,--,--,--,--,--,--,206,1598,FALSE,7.8,1.5,2.4,--,"6'6"" (1.98m)",205lb (93kg),USA,Virginia Military Institute,--,"September 14, 1986",Undrafted,7 Years,0
4673,Rickey Williams,Guard,--,--,--,--,--,--,--,--,44,147,FALSE,3.3,0.8,0.9,--,"6'1"" (1.85m)",175lb (79kg),USA,Long Beach State,--,"March 12, 1957",1978 R10 Pick 190,1 Year,0
4674,Rob Williams,Guard,20 ,5 ,9 ,3 ,8 ,3 ,3 ,1 ,153,1319,FALSE,8.6,5.4,2.2,--,"6'2"" (1.88m)",175lb (79kg),USA,Houston,--,"May 5, 1961",1982 R1 Pick 19,2 Years,0
4675,Ron Williams,Guard,22 ,5 ,9 ,3 ,10 ,9 ,--,1 ,516,4797,FALSE,9.3,3.5,1.9,--,"6'3"" (1.91m)",188lb (85kg),USA,West Virginia,--,"September 24, 1944",1968 R1 Pick 9,8 Years,0
4676,Sam Williams,Guard,4 ,--,1 ,--,2 ,--,--,--,66,255,FALSE,3.9,1,1.8,--,"6'3"" (1.91m)",180lb (82kg),USA,Iowa,--,"January 22, 1945",1968 R3 Pick 35,2 Years,0
4677,Samuel Williams,Forward,3 ,6 ,2 ,1 ,1 ,1 ,--,4 ,257,1628,FALSE,6.3,0.6,4.5,--,"6'8"" (2.03m)",210lb (95kg),USA,Arizona State,--,"March 7, 1959",1981 R2 Pick 33,4 Years,0
4678,Scott Williams,--,21 ,16 ,4 ,3 ,9 ,5 ,--,4 ,746,3825,FALSE,5.1,0.6,4.7,--,"6'10"" (2.08m)",260lb (118kg),USA,North Carolina,--,"March 21, 1968",Undrafted,16 Years,0
4679,Sean Williams,Forward-Center,--,1 ,--,--,--,--,--,--,137,581,FALSE,4.2,0.3,3.4,--,"6'10"" (2.08m)",235lb (107kg),USA,Boston College,--,"September 13, 1986",2007 R1 Pick 17,5 Years,0
4680,Shammond Williams,Guard,23 ,6 ,10 ,4 ,9 ,3 ,4 ,1 ,325,1892,FALSE,5.8,2.4,1.6,--,"6'1"" (1.85m)",201lb (91kg),USA,North Carolina,--,"April 5, 1975",1998 R2 Pick 34,7 Years,0
4681,Shawne Williams,Forward,17 ,6 ,2 ,2 ,6 ,3 ,2 ,2 ,314,1769,FALSE,5.6,0.7,3,--,"6'10"" (2.08m)",230lb (104kg),USA,Memphis,--,"February 16, 1986",2006 R1 Pick 17,8 Years,0
4682,Shelden Williams,Center-Forward,5 ,6 ,--,1 ,2 ,2 ,--,--,361,1618,FALSE,4.5,0.5,4.3,--,"6'9"" (2.06m)",250lb (113kg),USA,Duke,--,"October 21, 1983",2006 R1 Pick 5,7 Years,1
4683,Sly Williams,Forward,18 ,6 ,3 ,2 ,9 ,2 ,1 ,1 ,305,3327,FALSE,10.9,2,4.2,--,"6'7"" (2.01m)",210lb (95kg),USA,Rhode Island,--,"January 26, 1958",1979 R1 Pick 21,7 Years,0
4684,Terrence Williams,Guard-Forward,4 ,4 ,3 ,--,2 ,1 ,--,1 ,153,1085,FALSE,7.1,2.4,3.6,--,"6'6"" (1.98m)",220lb (100kg),USA,Louisville,--,"June 28, 1987",2009 R1 Pick 11,5 Years,1
4685,Travis Williams,--,2 ,4 ,--,1 ,1 ,2 ,--,1 ,47,151,FALSE,3.2,0.5,2.4,--,"6'6"" (1.98m)",215lb (98kg),USA,South Carolina State,--,"May 27, 1969",Undrafted,2 Years,0
4686,Troy Williams,Forward,1 ,2 ,1 ,--,--,1 ,--,--,72,429,FALSE,6,0.7,2.7,--,"6'7"" (2.01m)",218lb (99kg),USA,Indiana,--,"December 30, 1994",Undrafted,4 Years,0
4687,Walt Williams,--,17 ,8 ,4 ,2 ,7 ,4 ,4 ,3 ,708,8385,FALSE,11.8,2.3,3.9,--,"6'8"" (2.03m)",230lb (104kg),USA,Maryland,--,"April 16, 1970",1992 R1 Pick 7,12 Years,1
4688,Ward Williams,Forward,--,--,--,--,--,--,--,--,53,215,FALSE,4.1,1.5,--,--,"6'4"" (1.93m)",195lb (88kg),USA,Indiana,--,"June 26, 1923",1948 R1 Pick 8,1 Year,0
4689,Willie Williams,Forward,--,--,--,--,--,--,--,--,25,23,FALSE,0.9,0.3,0.9,--,"6'7"" (2.01m)",200lb (91kg),USA,Florida State,--,"July 28, 1946",1970 R3 Pick 38,1 Year,0
4690,Ziaire Williams,Forward,14 ,5 ,2 ,1 ,5 ,6 ,4 ,--,99,711,FALSE,5.7,0.9,2.1,5.2,"6'9"" (2.06m)",185lb (84kg),USA,Stanford,21 years,"September 12, 2001",2021 R1 Pick 10,1 Year,0
4691,Robert Williams III,Center-Forward,18 ,15 ,4 ,3 ,6 ,6 ,--,9 ,209,1534,FALSE,8,1.4,8.3,13,"6'9"" (2.06m)",237lb (108kg),USA,Texas A&M,25 years,"October 17, 1997",2018 R1 Pick 27,4 Years,1
4692,Matt Williams Jr.,--,--,--,--,--,--,--,--,--,3,5,FALSE,1.7,--,0.3,--,"6'5"" (1.96m)",210lb (95kg),USA,Central Florida,--,"October 14, 1993",Undrafted,1 Year,0
4693,Vince Williams Jr.,Guard,--,--,--,--,--,--,--,--,15,30,FALSE,2,0.3,1,2.4,"6'4"" (1.93m)",205lb (93kg),USA,Virginia Commonwealth,22 years,"August 30, 2000",2022 R2 Pick 47,Rookie,0
4694,Nigel Williams-Goss,Guard,--,--,1 ,--,--,--,--,--,10,14,FALSE,1.4,0.6,0.6,--,"6'2"" (1.88m)",190lb (86kg),USA,Gonzaga,--,"September 16, 1994",2017 R2 Pick 55,2 Years,0
4695,Corliss Williamson,Forward,23 ,9 ,3 ,3 ,10 ,9 ,--,2 ,822,9147,FALSE,11.1,1.2,3.9,--,"6'7"" (2.01m)",245lb (111kg),USA,Arkansas,--,"December 4, 1973",1995 R1 Pick 13,13 Years,1
4696,John Williamson,Guard,38 ,4 ,5 ,3 ,14 ,10 ,1 ,--,288,5802,FALSE,20.1,2.8,2.5,--,"6'2"" (1.88m)",185lb (84kg),USA,New Mexico State,--,"November 10, 1951",1973 R6 Pick 96,5 Years,0
